	Nationality	Date	Classification
13843	Italian	1947	Illustrated Book
13844	American	1947	Illustrated Book
13845	Italian	1983	Illustrated Book
13846	Italian	1986	Illustrated Book
13847	Italian	1983	Illustrated Book
13848	Italian	1983	Illustrated Book
13849	Italian	1983	Illustrated Book
13850	Italian	1983	Illustrated Book
13851	Italian	1983	Illustrated Book
13852	Italian	1983	Illustrated Book
13853	Italian	1983	Illustrated Book
13854	Italian	1983	Illustrated Book
13855	Italian	1983	Illustrated Book
13856	Italian	1983	Illustrated Book
13857	Italian	1983	Illustrated Book
13858	Italian	1983	Illustrated Book
13859	Italian	1986	Illustrated Book
13860	Italian	1983	Illustrated Book
13861	Italian	1983	Illustrated Book
13862	Italian	1983	Illustrated Book
13863	Italian	1983	Illustrated Book
13864	Italian	1983	Illustrated Book
13865	Italian	1983	Illustrated Book
13866	Italian	1983	Illustrated Book
13867	Italian	1983	Illustrated Book
13868	Italian	1983	Illustrated Book
13869	Italian	1983	Illustrated Book
13870	Italian	1983	Illustrated Book
13871	Italian	1983	Illustrated Book
13872	Italian	1983	Illustrated Book
13873	Italian	1983	Illustrated Book
13874	Italian	1983	Illustrated Book
13875	Italian	1983	Illustrated Book
13876	Italian	1983	Illustrated Book
13877	Italian	1983	Illustrated Book
13878	Italian	1983	Illustrated Book
13879	Italian	1983	Illustrated Book
13880	Italian	1983	Illustrated Book
13881	Italian	1983	Illustrated Book
13882	Italian	1983	Illustrated Book
13883	Italian	1983	Illustrated Book
13884	Italian	1983	Illustrated Book
13885	Italian	1983	Illustrated Book
13886	Italian	1983	Illustrated Book
13887	Italian	1983	Illustrated Book
13888	Italian	1983	Illustrated Book
13889	Italian	1983	Illustrated Book
13890	Italian	1983	Illustrated Book
13891	Italian	1983	Illustrated Book
13892	Italian	1983	Illustrated Book
13893	Italian	1983	Illustrated Book
13894	Italian	1983	Illustrated Book
13895	Russian	1924	Illustrated Book
13896	French	1984	Illustrated Book
13897	French	1917	Illustrated Book
13898	French	1975	Illustrated Book
13899	French	1975	Illustrated Book
13900	French	1975	Illustrated Book
13901	French	1975	Illustrated Book
13902	French	1975	Illustrated Book
13903	French	1975	Illustrated Book
13904	French	1975	Illustrated Book
13905	French	1975	Illustrated Book
13906	French	1975	Illustrated Book
13907	French	1975	Illustrated Book
13908	French	1975	Illustrated Book
13909	French	1975	Illustrated Book
13910	French	1975	Illustrated Book
13911	French	1975	Illustrated Book
13912	French	1975	Illustrated Book
13913	French	1975	Illustrated Book
13914	French	1975	Illustrated Book
13915	French	1975	Illustrated Book
13916	French	1975	Illustrated Book
13917	French	1975	Illustrated Book
13918	French	1975	Illustrated Book
13919	French	1975	Illustrated Book
13920	French	1975	Illustrated Book
13921	French	1975	Illustrated Book
13922	American	1988	Illustrated Book
13923	American	1988	Illustrated Book
13924	American	1988	Illustrated Book
13925	American	1988	Illustrated Book
13926	American	1988	Illustrated Book
13927	American	1988	Illustrated Book
13928	American	1988	Illustrated Book
13929	American	1988	Illustrated Book
13930	American	1988	Illustrated Book
13931	American	1996	Illustrated Book
13932	Russian	1925	Illustrated Book
13933	French	1947	Illustrated Book
13934	French	1947	Illustrated Book
13935	French	1947	Illustrated Book
13936	French	1947	Illustrated Book
13937	French	1947	Illustrated Book
13938	French	1947	Illustrated Book
13939	French	1947	Illustrated Book
13940	French	1947	Illustrated Book
13941	French	1947	Illustrated Book
13942	French	1947	Illustrated Book
13943	French	1947	Illustrated Book
13944	Russian	1926	Illustrated Book
13945	Russian	1919	Illustrated Book
13946	Russian	1919	Illustrated Book
13947	American	1941	Illustrated Book
13948	Russian	1922	Illustrated Book
13949	American	1967	Illustrated Book
13950	American	1967	Illustrated Book
13951	American	1967	Illustrated Book
13952	American	1967	Illustrated Book
13953	American	1967	Illustrated Book
13954	American	1967	Illustrated Book
13955	American	1967	Illustrated Book
13956	American	1967	Illustrated Book
13957	American	1967	Illustrated Book
13958	American	1967	Illustrated Book
13959	American	1967	Illustrated Book
13960	American	1967	Illustrated Book
13961	American	1967	Illustrated Book
13962	American	1967	Illustrated Book
13963	American	1967	Illustrated Book
13964	American	1967	Illustrated Book
13965	American	1967	Illustrated Book
13966	American	1967	Illustrated Book
13967	American	1967	Illustrated Book
13968	American	1967	Illustrated Book
13969	American	1967	Illustrated Book
13970	Russian	1925	Illustrated Book
13971	Russian	1925	Illustrated Book
13972	German	1977	Illustrated Book
13973	German	1977	Illustrated Book
13974	German	1977	Illustrated Book
13975	German	1977	Illustrated Book
13976	German	1977	Illustrated Book
13977	German	1977	Illustrated Book
13978	German	1977	Illustrated Book
13979	German	1977	Illustrated Book
13980	German	1977	Illustrated Book
13981	German	1977	Illustrated Book
13982	German	1977	Illustrated Book
13983	Russian	1922	Illustrated Book
13984	German	1978	Illustrated Book
13985	German	1978	Illustrated Book
13986	German	1978	Illustrated Book
13987	German	1978	Illustrated Book
13988	German	1978	Illustrated Book
13989	German	1978	Illustrated Book
13990	Russian	1919	Illustrated Book
13991	Russian	1919	Illustrated Book
13992	Russian	1919	Illustrated Book
13993	Russian	1919	Illustrated Book
13994	Russian	1919	Illustrated Book
13995	Russian	1919	Illustrated Book
13996	Russian	1919	Illustrated Book
13997	Russian	1919	Illustrated Book
13998	Russian	1928	Illustrated Book
13999	Russian	1919	Illustrated Book
14000	Russian	1922	Illustrated Book
14001	Russian	1925	Illustrated Book
14002	Russian	1925	Illustrated Book
14003	French	1946	Illustrated Book
14004	French	1946	Illustrated Book
14005	French	1946	Illustrated Book
14006	French	1946	Illustrated Book
14007	French	1946	Illustrated Book
14008	French	1946	Illustrated Book
14009	French	1946	Illustrated Book
14010	French	1946	Illustrated Book
14011	French	1946	Illustrated Book
14012	French	1946	Print
14013	French	1946	Illustrated Book
14014	French	1946	Illustrated Book
14015	French	1946	Illustrated Book
14016	French	1946	Illustrated Book
14017	French	1946	Illustrated Book
14018	French	1946	Illustrated Book
14019	French	1946	Illustrated Book
14020	French	1946	Illustrated Book
14021	French	1946	Illustrated Book
14022	French	1946	Illustrated Book
14023	French	1946	Illustrated Book
14024	French	1946	Illustrated Book
14025	French	1946	Illustrated Book
14026	French	1946	Illustrated Book
14027	French	1946	Illustrated Book
14028	French	1946	Illustrated Book
14029	French	1946	Illustrated Book
14030	French	1946	Illustrated Book
14031	French	1946	Illustrated Book
14032	French	1946	Illustrated Book
14033	French	1946	Illustrated Book
14034	French	1946	Illustrated Book
14035	British	1970	Illustrated Book
14036	British	1970	Illustrated Book
14037	British	1970	Illustrated Book
14038	British	1970	Illustrated Book
14039	British	1970	Illustrated Book
14040	British	1970	Illustrated Book
14041	British	1970	Illustrated Book
14042	British	1970	Illustrated Book
14043	British	1970	Illustrated Book
14044	British	1970	Illustrated Book
14045	British	1970	Illustrated Book
14046	British	1970	Illustrated Book
14047	British	1970	Illustrated Book
14048	British	1970	Illustrated Book
14049	British	1970	Illustrated Book
14050	British	1970	Illustrated Book
14051	British	1970	Illustrated Book
14052	British	1970	Illustrated Book
14053	British	1970	Illustrated Book
14054	British	1970	Illustrated Book
14055	British	1970	Illustrated Book
14056	British	1970	Illustrated Book
14057	British	1970	Illustrated Book
14058	British	1970	Illustrated Book
14059	British	1970	Illustrated Book
14060	British	1970	Illustrated Book
14061	British	1970	Illustrated Book
14062	Russian	1919	Illustrated Book
14063	French	1941	Illustrated Book
14064	Russian	1930	Illustrated Book
14065	French	1923	Illustrated Book
14066	Russian	1930	Illustrated Book
14067	French	1923	Illustrated Book
14068	Russian	1931	Illustrated Book
14069	Russian	1930	Illustrated Book
14070	Russian	1933	Illustrated Book
14071	Russian	1916	Illustrated Book
14072	Russian	1919	Illustrated Book
14073	Chilean	1962	Illustrated Book
14074	Chilean	1961	Illustrated Book
14075	Chilean	1962	Illustrated Book
14076	Chilean	1962	Illustrated Book
14077	Chilean	1962	Illustrated Book
14078	Chilean	1962	Illustrated Book
14079	Chilean	1962	Illustrated Book
14080	Chilean	1962	Illustrated Book
14081	Chilean	1962	Illustrated Book
14082	Chilean	1962	Illustrated Book
14083	Chilean	1962	Illustrated Book
14084	Chilean	1962	Illustrated Book
14085	Chilean	1962	Illustrated Book
14086	Chilean	1962	Illustrated Book
14087	Chilean	1962	Illustrated Book
14088	Chilean	1962	Illustrated Book
14089	Chilean	1962	Illustrated Book
14090	Chilean	1962	Illustrated Book
14091	Chilean	1962	Illustrated Book
14092	Chilean	1962	Illustrated Book
14093	Russian	1918	Illustrated Book
14094	American	1961	Illustrated Book
14095	American	1961	Illustrated Book
14096	American	1961	Illustrated Book
14097	American	1961	Illustrated Book
14098	American	1961	Illustrated Book
14099	American	1961	Illustrated Book
14100	American	1961	Illustrated Book
14101	American	1961	Illustrated Book
14102	American	1961	Illustrated Book
14103	American	1961	Illustrated Book
14104	American	1961	Illustrated Book
14105	American	1961	Illustrated Book
14106	American	1961	Illustrated Book
14107	Ukrainian	1918	Illustrated Book
14108	Spanish	1934	Illustrated Book
14109	French	1949	Illustrated Book
14110	Various	1949	Illustrated Book
14111	French	1949	Illustrated Book
14112	French	1949	Illustrated Book
14113	French	1949	Illustrated Book
14114	French	1949	Illustrated Book
14115	French	1949	Illustrated Book
14116	French	1949	Illustrated Book
14117	French	1949	Illustrated Book
14118	French	1949	Illustrated Book
14119	French	1949	Illustrated Book
14120	French	1949	Illustrated Book
14121	French	1949	Illustrated Book
14122	French	1949	Illustrated Book
14123	French	1949	Illustrated Book
14124	French	1949	Illustrated Book
14125	French	1949	Illustrated Book
14126	French	1949	Illustrated Book
14127	American	1949	Illustrated Book
14128	American	1949	Illustrated Book
14129	American	1949	Illustrated Book
14130	American	1949	Illustrated Book
14131	American	1949	Illustrated Book
14132	American	1949	Illustrated Book
14133	American	1949	Illustrated Book
14134	American	1949	Illustrated Book
14135	American	1949	Illustrated Book
14136	American	1949	Illustrated Book
14137	American	1949	Illustrated Book
14138	American	1949	Illustrated Book
14139	American	1949	Illustrated Book
14140	American	1949	Illustrated Book
14141	American	1949	Illustrated Book
14142	Spanish	1949	Illustrated Book
14143	Spanish	1949	Illustrated Book
14144	Spanish	1949	Illustrated Book
14145	Spanish	1949	Illustrated Book
14146	Spanish	1949	Illustrated Book
14147	Spanish	1949	Illustrated Book
14148	Spanish	1949	Illustrated Book
14149	Spanish	1949	Illustrated Book
14150	Spanish	1949	Illustrated Book
14151	Spanish	1949	Illustrated Book
14152	Spanish	1949	Illustrated Book
14153	Spanish	1949	Illustrated Book
14154	Spanish	1949	Illustrated Book
14155	Spanish	1949	Illustrated Book
14156	Spanish	1949	Illustrated Book
14157	Spanish	1949	Illustrated Book
14158	Spanish	1949	Illustrated Book
14159	American	1947	Illustrated Book
14160	French	1970	Illustrated Book
14161	French	1970	Illustrated Book
14162	French	1970	Illustrated Book
14163	French	1970	Illustrated Book
14164	French	1970	Illustrated Book
14165	French	1970	Illustrated Book
14166	French	1970	Illustrated Book
14167	French	1970	Illustrated Book
14168	French	1970	Illustrated Book
14169	French	1970	Illustrated Book
14170	French	1970	Illustrated Book
14171	French	1970	Illustrated Book
14172	French	1970	Illustrated Book
14173	French	1970	Illustrated Book
14174	French	1970	Illustrated Book
14175	French	1970	Illustrated Book
14176	French	1970	Illustrated Book
14177	French	1970	Illustrated Book
14178	French	1970	Illustrated Book
14179	French	1970	Illustrated Book
14180	French	1970	Illustrated Book
14181	French	1970	Illustrated Book
14182	French	1970	Illustrated Book
14183	French	1970	Illustrated Book
14184	French	1970	Illustrated Book
14185	French	1970	Illustrated Book
14186	French	1970	Illustrated Book
14187	French	1970	Illustrated Book
14188	French	1970	Illustrated Book
14189	French	1970	Illustrated Book
14190	French	1970	Illustrated Book
14191	French	1970	Illustrated Book
14192	French	1970	Illustrated Book
14193	French	1970	Illustrated Book
14194	French	1970	Illustrated Book
14195	French	1970	Illustrated Book
14196	French	1970	Illustrated Book
14197	French	1949	Illustrated Book
14198	Various	1909	Illustrated Book
14199	French	1909	Illustrated Book
14200	Swiss	1949	Illustrated Book
14201	Swiss	1949	Illustrated Book
14202	British	1966	Illustrated Book
14203	British	1970	Illustrated Book
14204	British	1966	Illustrated Book
14205	British	1966	Illustrated Book
14206	British	1966	Illustrated Book
14207	British	1966	Illustrated Book
14208	British	1966	Illustrated Book
14209	British	1966	Illustrated Book
14210	British	1966	Illustrated Book
14211	British	1966	Illustrated Book
14212	British	1966	Illustrated Book
14213	Russian	1921	Illustrated Book
14214	British	1939	Illustrated Book
14215	Various	1939	Illustrated Book
14216	British	1939	Illustrated Book
14217	British	1939	Illustrated Book
14218	Polish	1939	Illustrated Book
14219	Canadian	1939	Illustrated Book
14220	French	1939	Illustrated Book
14221	American	1939	Print
14222	Spanish	1939	Illustrated Book
14223	British	1939	Illustrated Book
14224	French	1920	Print
14225	Russian	1933	Illustrated Book
14226	Russian	1931	Illustrated Book
14227	Russian	1929	Illustrated Book
14228	Russian	1929	Illustrated Book
14229	Russian	1929	Illustrated Book
14230	German	1946	Print
14231	Danish	1939	Illustrated Book
14232	Danish	1939	Illustrated Book
14233	Danish	1936	Illustrated Book
14234	Danish	1930	Illustrated Book
14235	Danish	1936	Illustrated Book
14236	Danish	1939	Illustrated Book
14237	Danish	1918	Illustrated Book
14238	Danish	1939	Illustrated Book
14239	Danish	1930	Illustrated Book
14240	Danish	1939	Illustrated Book
14241	Danish	1939	Illustrated Book
14242	Danish	1927	Illustrated Book
14243	Danish	1939	Illustrated Book
14244	Danish	1939	Illustrated Book
14245	Danish	1939	Illustrated Book
14246	Danish	1936	Illustrated Book
14247	Danish	1939	Illustrated Book
14248	Danish	1940	Illustrated Book
14249	Danish	1940	Illustrated Book
14250	Danish	1939	Illustrated Book
14251	Danish	1939	Illustrated Book
14252	Danish	1939	Illustrated Book
14253	Danish	1936	Illustrated Book
14254	Danish	1914	Illustrated Book
14255	Danish	1939	Illustrated Book
14256	Danish	1939	Illustrated Book
14257	Danish	1939	Illustrated Book
14258	Danish	1915	Illustrated Book
14259	Danish	1939	Illustrated Book
14260	Danish	1938	Illustrated Book
14261	Danish	1939	Illustrated Book
14262	Danish	1939	Illustrated Book
14263	Danish	1918	Illustrated Book
14264	American	1968	Illustrated Book
14265	American	1968	Illustrated Book
14266	American	1968	Illustrated Book
14267	American	1968	Illustrated Book
14268	American	1968	Illustrated Book
14269	American	1968	Illustrated Book
14270	American	1968	Illustrated Book
14271	American	1968	Illustrated Book
14272	American	1968	Illustrated Book
14273	American	1968	Illustrated Book
14274	American	1968	Illustrated Book
14275	Russian	1930	Illustrated Book
14276	German	1946	Print
14277	German	1919	Illustrated Book
14278	Russian	1930	Illustrated Book
14279	French	1930	Illustrated Book
14280	French	1930	Illustrated Book
14281	French	1930	Illustrated Book
14282	French	1930	Illustrated Book
14283	French	1930	Illustrated Book
14284	French	1930	Illustrated Book
14285	French	1930	Illustrated Book
